EAR,MAR,Label
0.31692642150648764,0.3398701861501813,0
0.3166656568321537,0.3406867307374906,0
0.3754240890300985,0.3239239166039078,0
0.35731661055682296,0.3132842338003158,0
0.3693531914704124,0.319440917746124,0
0.3729935847039765,0.31191852046670565,0
0.3640530039341199,0.3143016648843591,0
0.3785139740331923,0.31531739079250876,0
0.3820689605712845,0.307774213093318,0
0.3931790286530712,0.3115714005124896,0
0.3864709652016788,0.3274812737953774,0
0.4072756525991661,0.31641909976087124,0
0.4316420552676854,0.3194292751267819,0
0.4302339150542557,0.32733170571173437,0
0.4031892456864822,0.3193283890812134,0
0.40748472533045527,0.3041234497224169,0
0.3962310884032484,0.29419046786450725,0
0.3822478502334191,0.303935352509377,0
0.3609585875173743,0.2612105677820693,0
0.33647630282544916,0.2801065384657342,0
0.34060918854545563,0.2702631793963171,0
0.34748309425830015,0.30625739266668855,0
0.37415741352815024,0.5368131685793057,0
0.3877694934142402,0.517268469319767,0
0.36261096342479987,0.6081716444688907,0
0.34810762675440426,0.6042357101310003,0
0.33970684962877257,0.3291780346889427,0
0.3399552454711771,0.32478580923047917,0
0.34158326157428415,0.3213356259614383,0
0.3499642151672179,0.3333938034891308,0
0.33092185561057147,0.3437665740233741,0
0.3486772406126152,0.33027147354350145,0
0.35475008423895626,0.3337840726806036,0
0.37185389089820975,0.3171860493418718,0
0.36751786930287433,0.3256468712627698,0
0.34177451739532055,0.32286897754877125,0
0.35371353092766056,0.3186303120720635,0
0.38231952591855284,0.3208606017279378,0
0.3327685238513657,0.3140420056483059,0
0.32320292907394355,0.29577086605283204,0
0.3182979290765086,0.27991726247084486,0
0.3345196378542693,0.2971570515469092,0
0.3513485248655725,0.30102630369555206,0
0.35793907756675214,0.3059926202027288,0
0.3644754277063421,0.29219968158492193,0
0.3466402319485195,0.3050891517403059,0
0.35480838043748253,0.3117090333647403,0
0.3431299698910535,0.3094793382469198,0
0.2557324131590746,0.32001746790850005,0
0.26705910312494885,0.3065904447754654,1
0.2844609336125869,0.31586723989485127,1
0.2799717895178546,0.3162684931820285,1
0.18158457039524117,0.31933888607431404,1
0.22267284156035924,0.32098417180978916,1
0.2596116424793485,0.32287564782191913,1
0.2600511959026951,0.31528290083485266,1
0.2524329976111075,0.322074953080656,1
0.28484889149153336,0.31051290579098995,1
0.2699686809035057,0.3201806253640734,1
0.2994551764572123,0.31885037170629527,1
0.18659516260178127,0.3092220494282649,1
0.17438418655317117,0.3167055204165601,1
0.1695647807078504,0.32675946464181366,1
0.20905342049129544,0.3161163903898588,1
0.17550831793105243,0.3186973697101625,1
0.1684951099092749,0.31518352162448704,1
0.22282889343852108,0.31349890861322055,1
0.1578775371844265,0.3196173559925677,1
0.18551669001890592,0.34141605572784406,1
0.1829154159778722,0.31133941381702046,1
0.22023021482889085,0.3079635560296145,1
